-2.200139611959457397e-01,-4.017621576786041260e-01,-6.458970904350280762e-01,1.509011030197143555e+00,1.096226811408996582e+00,7.256869077682495117e-01,-1.274302124977111816e+00,1.042716503143310547e+00,-4.871850013732910156e-01,-1.417510867118835449e+00,-6.095506548881530762e-01,-3.663935512304306030e-02,1.056385114789009094e-01,-7.298591732978820801e-01,4.902919530868530273e-01,-4.176282286643981934e-01,1.293607234954833984e+00,-9.385272860527038574e-01,-2.104996293783187866e-01,1.704804152250289917e-01,-1.731466054916381836e+00,1.099020689725875854e-01,-5.700101852416992188e-01,-1.222306489944458008e+00,6.373074054718017578e-01,6.602553129196166992e-01,2.632971048355102539e+00,-1.682273507118225098e+00,-1.941230297088623047e+00,-2.297566175460815430e+00
-1.414517998695373535e+00,2.126931212842464447e-02,1.498174667358398438e+00,7.964394688606262207e-01,9.199143648147583008e-01,-1.280409991741180420e-01,5.695049166679382324e-01,-9.912179708480834961e-01,2.887863814830780029e-01,1.510605454444885254e+00,1.100668758153915405e-01,2.678442895412445068e-01,-9.000741243362426758e-01,1.936169028282165527e+00,-4.543472230434417725e-01,-7.106266021728515625e-01,4.507866799831390381e-01,7.266543507575988770e-01,-1.377463459968566895e+00,1.576391607522964478e-01,8.007054924964904785e-01,-1.089916586875915527e+00,1.602181792259216309e+00,-1.679918646812438965e+00,5.932290554046630859e-01,-8.684161305427551270e-02,-4.076611995697021484e-01,1.295028567314147949e+00,-9.376122951507568359e-01,-1.224695920944213867e+00
-3.573061823844909668e-01,-1.428943037986755371e+00,-6.306767463684082031e-01,-1.992238044738769531e+00,3.375800549983978271e-01,-5.808961391448974609e-01,7.604721784591674805e-01,2.827574610710144043e-01,-1.253821700811386108e-01,5.835522413253784180e-01,-2.291798830032348633e+00,-1.840829730033874512e+00,-7.367867827415466309e-01,-1.358897686004638672e+00,2.174295902252197266e+00,-9.493418335914611816e-01,9.596846699714660645e-01,3.654840588569641113e-01,-6.547074317932128906e-01,-1.068313002586364746e+00,-1.212321400642395020e+00,-5.922947525978088379e-01,-5.664947032928466797e-01,1.457592725753784180e+00,8.078215122222900391e-01,9.448966383934020996e-01,4.931837618350982666e-01,1.424020826816558838e-01,1.888363659381866455e-01,2.271117925643920898e+00
2.088473588228225708e-01,9.314481019973754883e-01,-1.244177341461181641e+00,7.891705632209777832e-01,-5.796144604682922363e-01,-6.108635067939758301e-01,-1.037590026855468750e+00,-8.512329459190368652e-01,-6.798852086067199707e-01,1.705820202827453613e+00,1.255010962486267090e-01,-1.267906546592712402e+00,-1.489165067672729492e+00,3.927119541913270950e-03,-1.137945175170898438e+00,-1.078179240226745605e+00,1.589438438415527344e+00,1.826836764812469482e-01,7.025546580553054810e-02,5.413308739662170410e-01,3.029547631740570068e-01,2.939915955066680908e-01,1.850246638059616089e-01,1.908806443214416504e+00,-6.364204287528991699e-01,-3.715904355049133301e-01,2.933792471885681152e-01,-1.255085170269012451e-01,1.557602137327194214e-01,8.019810914993286133e-01
-5.458896756172180176e-01,1.030551075935363770e+00,-1.654454708099365234e+00,-1.784058809280395508e-01,-3.969127833843231201e-01,9.506692886352539062e-01,1.750346422195434570e+00,1.114151358604431152e+00,-8.813995718955993652e-01,7.050666809082031250e-01,-1.224115967750549316e+00,7.579573988914489746e-01,-6.753274798393249512e-01,-7.599012851715087891e-01,-1.051004409790039062e+00,2.234724164009094238e-01,-1.133403062820434570e+00,1.213439345359802246e+00,7.133750319480895996e-01,2.102758884429931641e-01,-3.148780465126037598e-01,-1.215363144874572754e+00,1.370483517646789551e+00,7.048420906066894531e-01,-9.861974120140075684e-01,1.000343203544616699e+00,5.379627346992492676e-01,5.922569632530212402e-01,-5.604596734046936035e-01,1.915138810873031616e-01
-7.222185134887695312e-01,1.107097387313842773e+00,6.129903197288513184e-01,-1.342726111412048340e+00,-9.631785154342651367e-01,-1.261936306953430176e+00,-9.159762859344482422e-01,7.282402515411376953e-01,-1.237204194068908691e+00,-9.108332395553588867e-01,-1.465624213218688965e+00,-3.369787335395812988e-01,6.204110980033874512e-01,3.653824627399444580e-01,-2.622464895248413086e+00,4.359574615955352783e-01,1.115975856781005859e+00,9.823203086853027344e-02,9.454247951507568359e-01,-5.770223140716552734e-01,-6.907325983047485352e-01,-6.720479130744934082e-01,-2.025279253721237183e-01,-6.877993047237396240e-02,-2.050866127014160156e+00,-7.348669767379760742e-01,1.130415439605712891e+00,1.777622401714324951e-01,-2.604869902133941650e-01,8.298425376415252686e-02
1.386663317680358887e+00,-9.785751253366470337e-02,-3.571774065494537354e-01,-4.963707625865936279e-01,6.859850883483886719e-01,1.841141343116760254e+00,2.095388174057006836e+00,3.724777996540069580e-01,-1.646291464567184448e-01,-5.145262479782104492e-01,-1.442948579788208008e-01,1.971560597419738770e+00,-1.908192597329616547e-02,1.378964543342590332e+00,-1.562481224536895752e-01,2.291234970092773438e+00,-1.823560595512390137e+00,-1.481063216924667358e-01,-5.599192976951599121e-01,-2.620705962181091309e-01,-8.277099728584289551e-01,1.179554387927055359e-01,1.361856579780578613e+00,-1.004988789558410645e+00,6.864275038242340088e-02,2.002702653408050537e-01,9.731758385896682739e-02,-1.330367445945739746e+00,1.350217163562774658e-01,4.721480906009674072e-01
-1.740984320640563965e+00,-1.460307464003562927e-02,7.509697675704956055e-01,-7.843782752752304077e-02,-3.936531841754913330e-01,-4.098930060863494873e-01,-6.129819750785827637e-01,-6.215594410896301270e-01,-1.340816766023635864e-01,1.582260131835937500e+00,1.727967739105224609e+00,-1.088862419128417969e+00,7.412780523300170898e-01,-9.831582307815551758e-01,1.966153979301452637e-01,1.517295092344284058e-01,1.144565567374229431e-01,6.326808929443359375e-01,9.184367656707763672e-01,-2.546770274639129639e-01,1.491010561585426331e-02,1.431492805480957031e+00,1.311876654624938965e+00,8.728864192962646484e-01,-9.349364042282104492e-01,7.600403428077697754e-01,7.485849857330322266e-01,2.889776527881622314e-01,-1.024998188018798828e+00,9.641601443290710449e-01
1.886327028274536133e+00,7.246366888284683228e-02,1.573750823736190796e-01,-1.118926763534545898e+00,5.630762577056884766e-01,5.564572215080261230e-01,2.573461234569549561e-01,2.036820650100708008e-01,-2.329074859619140625e+00,-7.503666281700134277e-01,-1.733927726745605469e+00,-2.592483758926391602e-01,-7.312249541282653809e-01,5.664142370223999023e-01,-2.026557922363281250e-01,6.564733982086181641e-01,-2.845915779471397400e-02,-8.826225399971008301e-01,-2.436595410108566284e-01,4.441658258438110352e-01,-1.022647738456726074e+00,-1.630587130784988403e-01,-6.012395620346069336e-01,1.395541548728942871e+00,1.622978448867797852e+00,2.090712308883666992e+00,2.037658214569091797e+00,1.526696324348449707e+00,2.488489001989364624e-01,2.121376752853393555e+00
-1.308495759963989258e+00,1.642945170402526855e+00,-2.516270160675048828e+00,8.459438085556030273e-01,-1.330744028091430664e-01,-2.211072683334350586e+00,7.379145026206970215e-01,-1.205006122589111328e+00,-5.220679193735122681e-02,-3.068429470062255859e+00,-7.284489274024963379e-01,-4.027517139911651611e-01,1.380310952663421631e-01,-5.893487334251403809e-01,7.634955644607543945e-01,-1.803912669420242310e-01,-1.512383937835693359e+00,-7.994596362113952637e-01,-5.069112181663513184e-01,8.300627470016479492e-01,9.503170847892761230e-01,-2.995803356170654297e+00,-7.451008558273315430e-01,-6.304902434349060059e-01,-6.522426009178161621e-01,-1.142147898674011230e+00,-9.795816540718078613e-01,-1.212000846862792969e+00,-3.232934698462486267e-02,6.067743897438049316e-01
