1.034141898155212402e+00,-5.581506341695785522e-02,-4.045171663165092468e-02,8.050429634749889374e-03,-1.240196526050567627e-01,5.668566657734963599e-11,-1.581189222633838654e-02,-1.139750257134437561e-01,-3.816040977835655212e-02,-9.732986986637115479e-02,-3.600934147834777832e-02,5.447852672452180300e-12,1.102536603680981386e-10,-1.013864483684301376e-02,-2.474227733910083771e-02,2.766737900674343109e-02,-6.033930927515029907e-02,6.347985505306130705e-12,-1.398768625222146511e-03,6.659228354692459106e-02
1.376527100801467896e-01,6.597105264663696289e-01,9.615652263164520264e-02,-5.212357267737388611e-03,3.299978375434875488e-01,-8.102344489779866876e-11,2.729677967727184296e-02,3.330331146717071533e-01,8.702378720045089722e-02,2.801155149936676025e-01,2.473522722721099854e-01,2.126857284040495344e-12,-1.522982295831809552e-10,3.709299117326736450e-02,5.892920121550559998e-02,-2.335362881422042847e-02,1.611826270818710327e-01,2.718564522802280337e-12,6.255748867988586426e-02,-3.363324329257011414e-02
1.106748133897781372e-01,1.303502321243286133e-01,-2.152337789535522461e+00,-8.529361337423324585e-03,2.611508071422576904e-01,9.359059360836141650e-11,1.654321327805519104e-02,2.717112004756927490e-01,6.369367241859436035e-02,2.267940491437911987e-01,1.751211583614349365e-01,3.493542477875366536e-12,1.528629445246565410e-10,3.701631724834442139e-02,4.500700160861015320e-02,-1.723485626280307770e-02,1.244937404990196228e-01,4.100816474589263905e-12,4.748105257749557495e-02,-3.365986049175262451e-02
1.350788027048110962e-01,1.337721645832061768e-01,9.074974805116653442e-02,5.875216126441955566e-01,3.183699250221252441e-01,2.163647733199880463e-11,2.661362104117870331e-02,3.269359469413757324e-01,8.351518958806991577e-02,2.761292159557342529e-01,2.385030537843704224e-01,4.044067164477027632e-12,2.632985149353395116e-11,2.961971983313560486e-02,5.654948949813842773e-02,-2.637877687811851501e-02,1.574665457010269165e-01,4.839036723408574048e-12,5.910434573888778687e-02,-3.338723629713058472e-02
-1.811058074235916138e-01,-1.939614415168762207e-01,-1.197987571358680725e-01,1.549608353525400162e-02,8.091615438461303711e-01,-2.495532426538549231e-11,-3.081588447093963623e-02,-4.433626234531402588e-01,-1.063498854637145996e-01,-3.726202547550201416e-01,-3.078328669071197510e-01,-5.832253516940832938e-12,-6.382936540427763816e-11,-4.493070393800735474e-02,-7.461869716644287109e-02,2.372843027114868164e-02,-2.046022266149520874e-01,-6.824726114101897778e-12,-7.650498300790786743e-02,4.778409376740455627e-02
-1.554401963949203491e-01,-1.624565273523330688e-01,-1.036612018942832947e-01,1.690017431974411011e-02,-3.621379137039184570e-01,-2.209197759628295898e+00,-2.586199901998043060e-02,-3.782756626605987549e-01,-9.243690222501754761e-02,-3.168450593948364258e-01,-2.470219880342483521e-01,-4.959418292704853570e-12,-7.092097742411596073e-11,-4.525398835539817810e-02,-6.343126296997070312e-02,3.671578690409660339e-02,-1.791709512472152710e-01,-5.835541251608677982e-12,-6.285226345062255859e-02,5.206894874572753906e-02
2.129862084984779358e-02,5.590065941214561462e-02,1.322839595377445221e-02,4.496664181351661682e-02,6.549640744924545288e-02,2.047856328957209371e-11,6.927943825721740723e-01,5.462446436285972595e-02,1.094701606780290604e-02,4.663138464093208313e-02,2.553870379924774170e-01,3.083198410122611755e-12,3.505271073400706427e-11,-8.690505637787282467e-06,9.206403046846389771e-03,1.031128242611885071e-01,2.029438503086566925e-02,3.652947302285047826e-12,8.715386688709259033e-02,1.840149462223052979e-01
8.412123471498489380e-02,7.736331224441528320e-02,5.454397946596145630e-02,-1.148884929716587067e-02,1.905274242162704468e-01,-9.764474818985124926e-12,1.220337394624948502e-02,-1.384934484958648682e-01,4.767495021224021912e-02,1.723518520593643188e-01,1.347908824682235718e-01,-8.898632698761677062e-13,-1.474015354219204710e-11,2.286878786981105804e-02,3.350077569484710693e-02,-2.959433011710643768e-02,9.486461430788040161e-02,-1.085283230471689730e-12,3.600040450692176819e-02,-2.646612748503684998e-02
2.908102609217166901e-02,6.326374411582946777e-02,1.761284470558166504e-02,4.894183203577995300e-02,8.181961625814437866e-02,-8.299524262289637022e-12,4.650261253118515015e-03,7.078978419303894043e-02,4.627696871757507324e-01,5.977946147322654724e-02,2.661767303943634033e-01,-4.122509625337222872e-12,-2.241580185358138522e-11,1.182862091809511185e-02,1.118062715977430344e-02,1.056232303380966187e-01,3.326432034373283386e-02,-4.885590629971625631e-12,8.229497075080871582e-02,1.718846857547760010e-01
8.742480725049972534e-02,1.485233753919601440e-01,5.621930956840515137e-02,5.055769532918930054e-02,2.223908305168151855e-01,1.077695085949237352e-10,1.067927666008472443e-02,2.152040451765060425e-01,4.795058444142341614e-02,1.966380596160888672e+00,3.837380111217498779e-01,9.784694755821110590e-12,1.901472451715235934e-10,3.559141233563423157e-02,3.406674787402153015e-02,1.193278804421424866e-01,9.776061028242111206e-02,1.155010288800273344e-11,1.195367723703384399e-01,1.872615814208984375e-01
1.430103182792663574e-02,1.350553799420595169e-02,9.196402505040168762e-03,-5.201689898967742920e-03,3.209747374057769775e-02,3.358780267803673780e-11,1.067277975380420685e-03,3.757092356681823730e-02,6.413786206394433975e-03,3.117088787257671356e-02,8.955074548721313477e-01,-1.290078476988074097e-13,5.679250819623504754e-11,1.061728689819574356e-03,5.981682799756526947e-03,-9.337716735899448395e-03,1.268351823091506958e-02,-2.043720553034089615e-13,3.106827614828944206e-03,-1.380264665931463242e-02
1.897836178541183472e-01,2.514816522598266602e-01,1.349490433931350708e-01,3.657161444425582886e-02,4.772112667560577393e-01,1.394771624585455783e-11,3.941829130053520203e-02,4.607462882995605469e-01,1.212674602866172791e-01,3.882081210613250732e-01,5.317603349685668945e-01,-1.090061902999877930e+00,2.391808452684163200e-11,4.436500370502471924e-02,8.327081799507141113e-02,8.440406620502471924e-02,2.198510915040969849e-01,4.452890313422219748e-12,1.490962505340576172e-01,1.194113120436668396e-01
2.813036786392331123e-03,-4.604753106832504272e-03,1.954278443008661270e-03,-7.660219445824623108e-03,5.966824945062398911e-03,-7.257990042308648526e-11,1.744240405969321728e-03,4.211124964058399200e-03,3.557792631909251213e-03,3.914614208042621613e-03,-2.211362682282924652e-02,1.035296414569897294e-12,1.237775683403015137e-01,6.352719501592218876e-04,9.357635281048715115e-04,-1.761224493384361267e-02,6.815896835178136826e-03,1.312862795907476787e-12,-8.417247794568538666e-03,-2.335386909544467926e-02
7.319283485412597656e-02,9.577495604753494263e-02,4.815701022744178772e-02,9.640037082135677338e-03,1.787383556365966797e-01,2.178220277759823631e-12,1.277738716453313828e-02,1.795522123575210571e-01,4.284419864416122437e-02,1.512757092714309692e-01,1.829950511455535889e-01,2.026983181996344641e-12,1.232681925283918289e-11,-5.995956063270568848e-01,3.030973672866821289e-02,2.367032691836357117e-02,8.203338086605072021e-02,2.390832974305534542e-12,5.224970728158950806e-02,2.998192422091960907e-02
1.041805148124694824e-01,1.437700539827346802e-01,7.036419212818145752e-02,4.176099225878715515e-02,2.607583701610565186e-01,-2.627936496885086015e-12,1.844396814703941345e-02,2.526107132434844971e-01,6.335356831550598145e-02,2.118816226720809937e-01,4.009545445442199707e-01,1.748517780217340167e-12,-6.033758128548560862e-12,2.939561195671558380e-02,1.475842475891113281e+00,9.091065078973770142e-02,1.213125735521316528e-01,2.091791800537534662e-12,1.206708326935768127e-01,1.639625728130340576e-01
-7.358382642269134521e-02,-9.543582051992416382e-02,-5.286655575037002563e-02,-7.012077141553163528e-03,-1.840545237064361572e-01,-6.304003846713257531e-11,-1.595296524465084076e-02,-1.758655160665512085e-01,-4.889440909028053284e-02,-1.479805558919906616e-01,-1.904814839363098145e-01,-3.266604868545908147e-12,-1.162967430690109438e-10,-1.730304956436157227e-02,-3.194066882133483887e-02,-7.280303835868835449e-01,-8.923491090536117554e-02,-3.790603681635973388e-12,-5.590756982564926147e-02,-4.186744987964630127e-02
1.056021731346845627e-02,3.101884620264172554e-03,4.573813639581203461e-03,-1.486894395202398300e-02,1.755132898688316345e-02,-3.182314134431152297e-11,-6.651873263763263822e-05,2.599867619574069977e-02,4.055795725435018539e-03,2.143054269254207611e-02,-4.440419375896453857e-02,-8.368944101090625143e-13,-4.459962954506124788e-11,8.404493331909179688e-03,2.788335317745804787e-03,-3.511965274810791016e-02,6.585794687271118164e-01,-1.001864932161089516e-12,-1.293817255645990372e-02,-5.139314010739326477e-02
1.275300383567810059e-01,1.085748896002769470e-01,8.390616625547409058e-02,-4.315374046564102173e-02,2.890408635139465332e-01,-2.843189052248451532e-11,2.239529415965080261e-02,3.124899566173553467e-01,7.488135993480682373e-02,2.633083462715148926e-01,7.220672070980072021e-02,-5.760546662077203894e-13,-5.158050375708711499e-11,3.121091611683368683e-02,5.276064202189445496e-02,-9.833991527557373047e-02,1.434283405542373657e-01,3.265530467033386230e-01,6.159879267215728760e-03,-1.622956991195678711e-01
